# ---
# tags:
#   - zerolithsingularity
#   - node-coordinates
#   - csv-data
#   - geometric-data
#   - dodecahedral-faces
#   - metatron-positions
# backlinks:
#   - "[[ZerolithSingularity]]"
#   - "[[Mathematical Specification]]"
# version: "1.0"
# date: January 2026
# status: Reference Data
# format: CSV
# ---
face,sphere,x,y,z
0,0,-0.6,0.09999999999999998,-0.2
0,1,-0.6,-0.04999999999999999,-0.4598076211353316
0,2,-0.6,-0.35,-0.45980762113533163
0,3,-0.6,-0.5,-0.20000000000000004
0,4,-0.6,-0.35000000000000014,0.0598076211353315
0,5,-0.6,-0.05000000000000021,0.05980762113533167
0,6,-0.6,-0.0700961894323342,-0.275
0,7,-0.6,-0.2,-0.35
0,8,-0.6,-0.32990381056766577,-0.2750000000000001
0,9,-0.6,-0.3299038105676658,-0.12500000000000006
0,10,-0.6,-0.20000000000000004,-0.05000000000000002
0,11,-0.6,-0.07009618943233425,-0.12499999999999994
0,12,-0.6,-0.2,-0.2
1,0,0.07639320225002104,-0.4330381121888568,-0.41656017081805197
1,1,-0.18341441888531052,-0.29291225834444945,-0.4700834842840155
1,2,-0.18341441888531057,-0.012660550655634734,-0.5771301112159425
1,3,0.076393202250021,0.1274653031887727,-0.630653424681906
1,4,0.33620082338535257,-0.012660550655634567,-0.5771301112159425
1,5,0.33620082338535273,-0.29291225834444923,-0.47008348428401553
1,6,0.0013932022500210556,-0.27413895365628416,-0.4772542485937369
1,7,-0.07360679774997896,-0.15278640450004205,-0.523606797749979
1,8,0.0013932022500209862,-0.03143385534379996,-0.5699593469062211
1,9,0.151393202250021,-0.031433855343799916,-0.5699593469062211
1,10,0.22639320225002102,-0.15278640450004202,-0.523606797749979
1,11,0.15139320225002112,-0.27413895365628416,-0.4772542485937369
1,12,0.07639320225002104,-0.15278640450004205,-0.523606797749979
2,0,-0.291974696840319,-0.4546809215857706,0.32360679774997897
2,1,-0.15935342157865615,-0.5457634541595017,0.07039627346647798
2,2,0.13262127526166284,-0.6146893303237102,0.07039627346647792
2,3,0.291974696840319,-0.5925326739141873,0.3236067977499789
2,4,0.15935342157865626,-0.5014501413404563,0.5768173220334799
2,5,-0.1326212752616627,-0.43252426517624787,0.57681732203348
2,6,-0.1302872053310213,-0.5101056869424007,0.2505112155716162
2,7,-0.007716905936066257,-0.5562961358711273,0.1774156333932534
2,8,0.12257029939495502,-0.5697972466787056,0.25051121557161615
2,9,0.1302872053310213,-0.5371079085575573,0.39670237992834173
2,10,0.007716905936066275,-0.4909174596288307,0.46979796210670455
2,11,-0.12257029939495502,-0.4774163488212525,0.3967023799283418
2,12,0.0,-0.523606797749979,0.32360679774997897
3,0,0.17586824994847103,0.519437146136846,0.07639320225002103
3,1,0.13392617858185993,0.36463501156047506,-0.1771362078389808
